,active,Astapor,King's Landing,Winterfell,Unknown,iPhone,trips_in_first_30_days,avg_rating_of_driver,avg_surge,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
9424,No,0,0,1,0,1,2,4.7,1.0,0,71.4,7.21,5.0
9425,No,1,0,0,0,0,1,4.5,1.05,0,80.0,1.83,4.6
9426,No,0,0,1,0,1,3,5.0,1.0,1,100.0,7.66,5.0
9427,No,1,0,0,0,1,7,3.8,1.01,1,50.0,2.35,4.6
9428,No,0,0,1,0,1,2,5.0,1.1,0,80.0,6.72,5.0
9429,No,0,1,0,0,1,3,5.0,1.0,0,33.3,3.5,5.0
9430,No,0,0,1,0,1,1,4.4,1.0,1,66.7,2.81,4.5
9431,No,1,0,0,0,1,9,4.8,1.04,1,77.1,1.64,4.8
9432,No,0,0,1,0,1,0,5.0,1.0,0,0.0,11.7,1.0
9433,No,0,0,1,0,1,2,4.4,1.06,0,58.3,5.07,4.7
9434,No,0,0,1,0,1,4,3.7,1.0,0,20.0,2.44,5.0
9435,No,0,1,0,0,1,4,5.0,1.02,0,79.5,8.17,4.8
9436,No,1,0,0,0,0,0,5.0,1.0,0,0.0,4.96,5.0
9437,No,0,0,1,0,0,15,4.9,1.06,0,55.6,2.51,4.7
9438,No,0,1,0,0,1,0,5.0,1.0,0,100.0,7.7,5.0
9439,No,1,0,0,0,1,2,5.0,1.04,0,100.0,3.38,4.9
9440,No,0,0,1,0,1,10,5.0,1.0,0,77.8,5.83,4.7
9441,No,0,0,1,0,1,0,5.0,1.0,1,66.7,1.8,4.7
9442,No,0,0,1,0,1,0,4.0,1.0,0,0.0,2.86,5.0
9443,No,1,0,0,0,1,4,4.7,1.09,1,75.0,3.32,5.0
9444,No,0,1,0,0,1,7,4.9,1.02,1,73.7,3.54,4.9
9445,No,1,0,0,0,0,1,4.0,1.0,0,0.0,5.75,4.0
9446,No,0,1,0,0,1,0,4.3,1.33,0,33.3,0.84,5.0
9447,No,1,0,0,0,1,1,5.0,1.06,0,100.0,3.77,5.0
9448,No,0,0,1,0,0,1,5.0,1.0,0,100.0,2.77,5.0
9449,No,1,0,0,0,1,0,5.0,1.18,1,36.4,4.18,4.8
9450,No,1,0,0,0,1,1,5.0,1.0,1,66.7,3.36,5.0
9451,No,0,1,0,0,1,18,4.8,1.01,0,78.9,4.49,5.0
9452,No,0,1,0,0,0,1,5.0,1.0,1,100.0,9.19,5.0
9453,No,0,0,1,0,1,0,4.5,1.0,1,100.0,19.86,4.8
9454,No,0,0,1,0,1,0,4.0,1.0,0,100.0,4.56,4.5
9455,No,0,1,0,0,1,0,5.0,1.0,0,85.7,2.23,5.0
9456,No,1,0,0,0,0,0,5.0,1.0,0,100.0,1.75,5.0
9457,No,0,0,1,0,0,0,3.3,1.0,0,42.9,2.93,4.3
9458,No,0,0,1,0,1,9,3.6,1.08,0,58.0,3.47,4.9
9459,No,0,1,0,0,1,0,5.0,1.0,0,0.0,1.99,5.0
9460,No,0,0,1,0,1,4,4.5,1.0,0,68.5,6.65,4.7
9461,No,0,1,0,0,1,0,5.0,1.0,0,100.0,1.01,5.0
9462,No,0,0,1,0,1,0,4.7,1.0,1,80.0,14.92,5.0
9463,No,0,0,1,0,0,2,4.6,1.02,0,90.0,5.47,5.0
9464,No,0,0,1,0,1,1,4.1,1.01,1,62.8,1.67,4.5
9465,No,1,0,0,0,1,0,4.0,1.0,1,100.0,1.27,3.0
9466,No,0,0,1,0,1,6,4.7,1.0,0,57.1,8.13,4.9
9467,No,0,1,0,0,1,2,5.0,1.0,1,100.0,7.86,5.0
9468,No,0,1,0,0,1,3,4.5,1.19,0,33.3,2.49,4.0
9469,No,0,0,1,0,1,4,3.0,1.33,1,66.7,3.09,5.0
9470,No,0,1,0,0,0,25,4.9,1.09,1,67.0,4.16,4.9
9471,No,1,0,0,0,1,11,3.7,1.02,0,80.0,7.52,5.0
9472,No,1,0,0,0,1,3,3.6,1.23,1,58.3,5.25,4.8
9473,No,1,0,0,0,1,1,5.0,1.0,1,100.0,3.36,4.5
9474,No,0,0,1,0,1,0,5.0,1.0,0,42.9,5.68,4.4
9475,No,0,0,1,0,1,0,5.0,1.0,1,0.0,4.95,5.0
9476,No,1,0,0,0,1,2,5.0,1.0,0,100.0,10.99,5.0
9477,No,1,0,0,0,1,1,5.0,1.08,1,22.2,7.07,5.0
9478,No,0,0,1,0,1,2,4.5,1.0,0,66.7,2.38,4.8
9479,No,0,1,0,0,1,2,3.0,1.0,0,0.0,4.93,4.8
9480,No,1,0,0,0,0,9,4.0,1.0,1,60.9,1.97,4.5
9481,No,0,0,1,0,1,7,5.0,1.0,1,58.3,3.19,4.8
9482,No,0,0,1,0,0,0,5.0,1.0,0,100.0,0.79,5.0
9483,No,1,0,0,0,0,2,5.0,1.0,0,66.7,5.73,5.0
9484,No,0,0,1,0,1,5,4.7,1.0,1,100.0,10.33,5.0
9485,No,0,0,1,0,0,5,5.0,1.07,0,33.3,2.0,4.9
9486,No,1,0,0,0,1,1,5.0,1.0,0,57.1,3.93,5.0
9487,No,0,0,1,0,0,1,4.0,1.0,0,100.0,2.22,2.0
9488,No,0,0,1,0,1,2,5.0,1.13,0,75.0,3.65,4.5
9489,No,1,0,0,0,0,2,5.0,1.0,0,100.0,3.88,5.0
9490,No,0,1,0,0,1,1,5.0,1.0,0,100.0,15.25,5.0
9491,No,0,0,1,0,1,0,4.0,1.0,1,100.0,17.52,5.0
9492,No,0,0,1,0,0,0,5.0,1.0,0,100.0,14.83,5.0
9493,No,0,1,0,0,1,0,5.0,1.0,0,100.0,4.28,5.0
9494,No,0,0,1,0,0,3,3.7,1.07,0,85.7,2.19,5.0
9495,No,1,0,0,0,1,0,5.0,1.0,0,100.0,14.16,5.0
9496,No,1,0,0,0,0,5,4.9,1.16,0,75.0,5.1,4.9
9497,No,0,1,0,0,1,0,1.0,1.0,0,100.0,0.05,1.0
9498,No,0,1,0,0,1,8,4.9,1.04,0,75.0,3.78,4.5
9499,No,0,0,1,0,1,2,5.0,1.0,1,50.0,4.27,5.0
9500,No,0,0,1,0,1,0,5.0,1.0,1,100.0,5.93,4.6
9501,No,0,0,1,0,1,8,4.4,1.0,0,50.0,5.79,4.6
9502,No,0,0,1,0,1,2,5.0,1.0,0,0.0,1.2,5.0
9503,No,1,0,0,0,1,2,5.0,1.0,0,71.4,3.7,4.7
9504,No,1,0,0,0,1,0,5.0,1.0,1,0.0,2.38,5.0
9505,No,0,1,0,0,1,2,4.7,1.0,1,100.0,5.42,5.0
9506,No,0,1,0,0,1,3,5.0,1.0,0,60.0,10.3,4.8
9507,No,1,0,0,0,1,1,4.0,1.0,1,100.0,2.27,4.0
9508,No,0,0,1,0,1,17,4.2,1.19,1,85.0,3.0,4.5
9509,No,0,0,1,0,1,0,5.0,1.0,0,100.0,1.52,5.0
9510,No,0,0,1,0,1,6,4.5,1.05,1,45.5,4.9,5.0
9511,No,1,0,0,0,1,0,5.0,1.0,0,0.0,3.95,5.0
9512,No,1,0,0,0,0,10,5.0,1.0,0,43.5,2.2,4.8
9513,No,0,0,1,0,0,1,5.0,1.0,0,0.0,3.75,5.0
9514,No,0,0,1,0,1,0,4.8,1.0,1,36.4,1.35,4.5
9515,No,1,0,0,0,1,5,4.5,1.0,0,75.0,7.99,5.0
9516,No,1,0,0,0,0,3,4.3,1.05,0,60.0,3.26,4.6
9517,No,0,0,1,0,1,3,4.0,1.0,0,71.4,5.15,4.8
9518,No,1,0,0,0,1,0,5.0,1.0,0,50.0,9.76,5.0
9519,No,1,0,0,0,0,1,5.0,1.0,1,0.0,13.82,5.0
9520,No,0,0,1,0,1,0,4.0,1.0,0,100.0,1.83,4.5
9521,No,1,0,0,0,1,2,5.0,1.09,1,63.6,2.05,4.4
9522,No,0,1,0,0,1,8,4.3,1.0,1,55.1,2.83,4.6
9523,No,0,0,1,0,1,5,4.9,1.0,1,100.0,2.21,4.6
9524,No,0,0,1,0,1,0,5.0,1.0,1,100.0,3.96,4.9
9525,No,0,0,1,0,1,3,5.0,1.45,1,60.0,3.81,4.4
9526,No,1,0,0,0,1,0,4.5,1.0,1,100.0,13.47,4.5
9527,No,0,0,1,0,0,6,4.5,1.46,0,83.3,4.27,5.0
9528,No,0,1,0,0,0,5,4.3,1.0,1,100.0,11.91,4.9
9529,No,0,0,1,0,1,6,4.5,1.05,0,93.8,11.25,4.8
9530,No,0,1,0,0,0,0,4.0,1.0,0,0.0,1.82,5.0
9531,No,0,1,0,0,1,4,4.5,1.02,1,36.4,2.53,4.5
9532,No,0,0,1,0,1,3,5.0,1.0,0,100.0,1.79,5.0
9533,No,0,0,1,0,1,0,5.0,1.0,0,57.1,1.54,4.4
9534,No,0,0,1,0,0,0,5.0,1.0,0,0.0,3.54,5.0
9535,No,0,0,1,0,0,1,5.0,1.0,0,100.0,10.78,5.0
9536,No,1,0,0,0,1,0,4.5,1.0,0,0.0,4.46,5.0
9537,No,0,0,1,0,1,6,4.8,1.05,0,42.9,2.22,4.7
9538,No,0,0,1,0,1,2,5.0,1.0,0,25.0,2.39,4.9
9539,No,1,0,0,0,1,2,5.0,1.0,1,18.2,3.65,4.1
9540,No,1,0,0,0,0,0,5.0,1.0,0,0.0,2.22,5.0
9541,No,0,0,1,0,1,2,5.0,1.0,1,100.0,2.43,5.0
9542,No,1,0,0,0,1,14,4.5,1.01,1,68.2,11.23,4.9
9543,No,1,0,0,0,0,0,5.0,1.05,0,100.0,2.53,4.5
9544,No,0,0,1,0,1,20,4.2,1.09,1,82.2,2.5,4.6
9545,No,1,0,0,0,1,1,4.0,1.06,0,50.0,4.98,5.0
9546,No,0,0,1,0,0,4,3.6,1.02,0,70.0,2.38,4.6
9547,No,0,0,1,0,0,1,3.0,1.0,0,0.0,2.87,4.0
9548,No,0,0,1,0,0,1,5.0,1.0,0,0.0,1.45,5.0
9549,No,1,0,0,0,1,10,4.9,1.0,0,69.0,2.88,4.7
9550,No,0,0,1,0,1,1,5.0,1.19,0,25.0,3.2,5.0
9551,No,1,0,0,0,1,1,5.0,1.0,0,100.0,15.55,5.0
9552,No,1,0,0,0,0,1,5.0,1.0,0,50.0,3.48,5.0
9553,No,0,0,1,0,1,0,4.0,1.0,0,66.7,10.31,5.0
9554,No,0,0,1,0,1,8,5.0,1.0,1,73.9,4.2,4.9
9555,No,0,0,1,0,0,6,4.8,1.0,0,58.8,2.87,4.8
9556,No,0,0,1,0,1,0,5.0,1.0,1,50.0,5.03,4.2
9557,No,0,1,0,0,0,3,5.0,1.17,0,66.7,6.3,5.0
9558,No,1,0,0,0,1,1,4.5,1.0,0,50.0,18.24,5.0
9559,No,1,0,0,0,1,0,5.0,1.0,1,0.0,1.99,5.0
9560,No,0,0,1,0,1,1,5.0,1.0,1,40.0,4.21,5.0
9561,No,0,1,0,0,1,4,4.8,1.1,1,84.4,5.25,4.7
9562,No,0,0,1,0,1,0,5.0,1.0,1,100.0,13.7,5.0
9563,No,1,0,0,0,1,0,5.0,1.0,0,100.0,2.22,5.0
9564,No,0,1,0,0,0,1,5.0,1.0,0,33.3,3.21,5.0
9565,No,1,0,0,0,1,2,4.7,1.16,1,52.9,5.48,4.9
9566,No,1,0,0,0,0,0,4.0,1.33,0,33.3,11.91,4.5
9567,No,0,0,1,0,1,2,5.0,1.04,0,28.6,10.08,4.9
9568,No,0,0,1,0,1,4,4.4,1.2,1,40.0,3.98,4.7
9569,No,0,0,1,0,0,3,4.0,1.0,0,66.7,6.88,4.7
9570,No,0,1,0,0,1,1,5.0,1.0,0,50.0,3.49,4.5
9571,No,0,0,1,0,1,2,4.0,1.27,0,50.0,2.72,4.1
9572,No,0,0,1,0,0,0,1.0,1.0,0,100.0,0.04,5.0
9573,Yes,0,1,0,0,1,0,4.7,1.0,1,33.3,5.94,5.0
9574,No,0,0,1,0,1,4,4.4,1.03,0,62.5,3.43,4.7
9575,No,0,0,1,0,0,2,5.0,1.4,0,100.0,2.27,5.0
9576,No,0,1,0,0,1,0,5.0,1.0,1,0.0,9.51,5.0
9577,No,0,0,1,0,0,2,4.0,1.0,1,100.0,3.24,4.3
9578,No,0,0,1,0,0,7,4.9,1.05,1,18.8,4.38,4.9
9579,No,0,0,1,0,0,1,5.0,1.08,1,0.0,3.3,5.0
9580,No,0,1,0,0,1,1,4.3,1.0,0,50.0,7.45,4.9
9581,No,0,0,1,0,0,0,4.9,1.07,0,45.5,1.97,4.8
9582,No,1,0,0,0,1,4,5.0,1.31,1,55.6,3.05,4.3
9583,No,1,0,0,0,1,0,3.8,1.17,0,100.0,1.37,5.0
9584,No,0,0,1,0,1,3,4.8,1.0,0,47.1,2.96,4.9
9585,No,0,0,1,0,1,2,4.4,1.04,1,42.9,4.69,4.3
9586,No,0,0,1,0,0,4,5.0,1.0,1,75.0,2.46,4.6
9587,No,0,1,0,0,1,2,5.0,1.0,1,100.0,14.2,5.0
9588,No,1,0,0,0,1,2,5.0,1.0,0,100.0,2.99,4.5
9589,No,1,0,0,0,0,0,5.0,1.0,0,100.0,4.33,5.0
9590,No,1,0,0,0,1,0,5.0,1.0,0,75.0,1.24,4.8
9591,No,0,0,1,0,0,1,5.0,1.0,0,0.0,4.41,5.0
9592,No,0,0,1,0,0,3,5.0,1.0,1,63.2,2.52,4.8
9593,No,0,0,1,0,0,0,4.5,1.0,1,70.0,2.51,4.6
9594,No,1,0,0,0,0,1,5.0,1.0,0,0.0,17.65,5.0
9595,No,0,0,1,0,1,0,4.7,1.0,0,66.7,5.31,4.3
9596,No,1,0,0,0,1,0,5.0,1.0,1,100.0,3.28,5.0
9597,No,0,1,0,0,1,1,5.0,1.08,0,66.7,9.98,5.0
9598,No,0,0,1,0,1,1,5.0,1.0,0,25.0,3.58,4.6
9599,No,1,0,0,0,1,1,5.0,1.0,1,0.0,2.42,5.0
9600,No,0,1,0,0,0,0,5.0,1.19,1,100.0,2.13,4.8
9601,No,1,0,0,0,1,2,4.0,1.0,1,100.0,4.09,4.6
9602,No,1,0,0,0,0,0,5.0,1.0,1,100.0,2.34,5.0
9603,No,1,0,0,0,1,0,3.7,1.0,1,66.7,2.63,4.8
9604,No,0,1,0,0,1,0,5.0,1.0,0,100.0,3.49,5.0
9605,No,0,0,1,0,0,1,5.0,1.0,0,0.0,0.01,5.0
9606,No,1,0,0,0,1,0,3.0,1.0,0,100.0,8.46,5.0
9607,No,0,1,0,0,1,2,5.0,1.0,0,100.0,17.36,5.0
9608,No,0,0,1,0,0,1,5.0,1.0,0,0.0,2.64,3.0
9609,No,1,0,0,0,0,2,3.5,1.0,1,57.1,1.75,4.6
9610,No,1,0,0,0,1,0,4.6,1.0,1,20.0,1.71,5.0
9611,No,0,0,1,0,0,8,5.0,1.0,0,100.0,1.68,4.9
9612,No,0,1,0,0,1,4,4.6,1.28,1,33.3,4.45,4.8
9613,No,1,0,0,0,1,1,4.0,1.0,0,100.0,13.18,5.0
9614,No,1,0,0,0,0,0,5.0,1.0,1,100.0,3.0,5.0
9615,No,0,0,1,0,0,4,4.3,1.0,0,75.0,7.91,4.4
9616,No,1,0,0,0,0,5,5.0,1.0,1,60.0,2.4,5.0
9617,No,1,0,0,0,1,1,4.4,1.11,1,72.7,2.69,4.9
9618,No,1,0,0,0,0,1,5.0,1.0,0,100.0,2.04,5.0
9619,No,1,0,0,0,1,0,5.0,1.0,0,100.0,5.38,5.0
9620,No,0,0,1,0,1,3,5.0,1.0,0,75.0,1.33,5.0
9621,No,0,0,1,0,1,2,3.7,1.17,1,0.0,0.48,3.3
9622,No,0,0,1,0,1,1,5.0,1.0,0,50.0,12.83,5.0
9623,No,1,0,0,0,0,3,4.7,1.16,0,37.5,3.86,4.8
9624,No,1,0,0,0,1,0,5.0,1.0,0,100.0,1.59,4.0
9625,No,1,0,0,0,1,2,4.5,1.0,1,0.0,3.18,5.0
9626,No,0,1,0,0,1,3,5.0,1.0,0,100.0,2.38,5.0
9627,No,1,0,0,0,0,0,5.0,1.0,1,100.0,4.26,5.0
9628,No,0,1,0,0,1,9,4.8,1.03,1,39.3,2.84,4.9
9629,No,0,0,1,0,1,3,4.8,1.16,1,37.5,3.35,4.7
9630,No,0,1,0,0,1,2,5.0,1.35,0,30.0,4.06,5.0
9631,No,0,0,1,0,1,2,3.8,1.09,0,75.0,7.2,4.0
9632,No,1,0,0,0,0,1,4.5,1.0,0,0.0,7.72,4.8
9633,No,0,1,0,0,1,5,5.0,1.17,0,55.6,2.79,5.0
9634,No,0,0,1,0,0,0,2.0,1.0,1,100.0,18.72,5.0
9635,No,0,0,1,0,0,5,3.9,1.22,0,63.2,3.98,4.4
9636,No,1,0,0,0,1,2,5.0,1.0,1,50.0,5.8,5.0
9637,No,1,0,0,0,1,0,4.9,1.0,1,76.9,5.1,4.8
9638,No,1,0,0,0,1,4,4.5,1.07,0,33.3,2.35,4.8
9639,No,1,0,0,0,1,1,3.3,1.14,0,33.3,6.73,4.6
9640,No,0,0,1,0,1,2,3.5,1.04,0,83.3,4.69,5.0
9641,No,0,0,1,0,1,6,3.5,1.0,1,74.5,3.45,4.7
9642,No,1,0,0,0,0,2,5.0,1.0,1,100.0,18.23,5.0
9643,No,1,0,0,0,0,2,5.0,1.06,0,25.0,2.67,5.0
9644,No,0,1,0,0,1,2,3.8,1.0,1,69.2,1.53,4.6
9645,No,0,0,1,0,1,0,5.0,1.0,0,100.0,9.56,5.0
9646,No,0,0,1,0,0,3,5.0,1.0,1,25.0,5.83,4.0
9647,No,0,0,1,0,0,1,5.0,1.06,0,100.0,2.72,5.0
9648,No,0,1,0,0,0,0,5.0,1.0,0,33.3,9.04,5.0
9649,No,0,0,1,0,1,16,4.4,1.04,1,60.8,2.83,4.8
9650,No,0,0,1,0,1,0,4.8,1.0,0,80.0,14.19,5.0
9651,No,1,0,0,0,1,11,4.9,1.08,1,54.5,1.71,4.9
9652,No,0,1,0,0,1,0,5.0,1.0,0,100.0,7.65,5.0
9653,No,0,0,1,0,1,2,5.0,1.0,0,82.4,2.02,4.5
9654,No,0,0,1,0,1,1,5.0,1.06,1,50.0,2.06,4.8
9655,No,0,1,0,0,1,0,5.0,1.0,1,100.0,1.54,5.0
9656,No,0,0,1,0,1,1,4.0,1.0,0,100.0,2.41,5.0
9657,No,0,0,1,0,1,6,5.0,1.1,0,76.9,4.19,4.5
9658,No,0,0,1,0,1,4,4.0,1.13,0,50.0,4.92,5.0
9659,No,0,0,1,0,1,2,3.9,1.0,1,42.1,2.86,4.6
9660,No,0,0,1,0,0,1,1.0,1.0,0,0.0,0.0,5.0
9661,No,1,0,0,0,1,12,5.0,1.06,1,63.5,5.26,4.7
9662,No,0,1,0,0,1,0,5.0,1.0,1,94.4,19.55,4.3
9663,No,0,0,1,0,1,2,5.0,1.0,0,0.0,0.6,5.0
9664,No,0,0,1,0,1,4,5.0,1.04,0,55.6,2.5,4.6
9665,No,1,0,0,0,1,0,4.5,1.0,0,100.0,3.25,5.0
9666,No,0,0,1,0,1,0,4.0,1.0,0,33.3,3.04,4.3
9667,No,0,0,1,0,1,13,5.0,1.05,1,71.8,4.71,4.8
9668,No,0,0,1,0,1,16,4.8,1.01,0,62.2,2.72,4.9
9669,No,1,0,0,0,1,1,4.9,1.07,0,50.0,1.77,4.9
9670,No,0,1,0,0,1,2,5.0,1.0,0,100.0,9.67,5.0
9671,No,0,0,1,0,1,1,5.0,1.0,0,50.0,3.47,5.0
9672,No,1,0,0,0,1,2,4.6,1.0,1,37.5,3.53,5.0
9673,No,0,1,0,0,0,0,5.0,1.0,1,80.0,2.84,4.6
9674,No,0,0,1,0,1,2,4.8,1.0,1,33.3,3.12,4.8
9675,No,0,1,0,0,0,2,3.8,1.04,1,71.4,18.17,4.7
9676,No,0,1,0,0,1,5,4.8,1.05,0,60.0,1.03,5.0
9677,No,0,0,1,0,0,0,4.7,1.0,0,0.0,2.47,5.0
9678,No,1,0,0,0,0,4,4.9,1.0,0,80.0,3.31,4.9
9679,No,1,0,0,0,1,1,4.7,1.05,1,44.0,3.2,4.8
9680,No,0,0,1,0,0,3,4.3,1.0,0,60.0,2.71,3.8
9681,No,0,0,1,0,1,8,5.0,1.0,0,100.0,7.68,5.0
9682,No,0,1,0,0,1,1,5.0,1.0,0,0.0,11.0,5.0
9683,No,0,1,0,0,1,1,4.9,1.07,0,50.0,1.86,5.0
9684,No,0,0,1,0,0,10,5.0,1.0,0,95.8,3.09,4.8
9685,No,1,0,0,0,1,1,1.0,1.0,0,0.0,5.76,5.0
9686,No,0,0,1,0,1,3,4.7,1.28,0,25.0,6.62,5.0
9687,No,1,0,0,0,1,2,5.0,1.15,1,54.2,2.57,4.8
9688,No,0,1,0,0,1,2,4.6,1.0,1,85.7,3.13,4.8
9689,No,0,0,1,0,1,1,4.8,1.0,0,42.9,6.07,4.6
9690,No,1,0,0,0,1,1,1.0,1.0,1,0.0,8.39,5.0
9691,No,0,0,1,0,1,8,4.8,1.16,1,62.5,3.43,4.6
9692,No,1,0,0,0,1,0,5.0,1.0,0,0.0,1.44,4.0
9693,No,0,0,1,0,1,3,5.0,1.5,0,66.7,2.07,5.0
9694,No,1,0,0,0,1,0,5.0,1.0,1,100.0,3.87,5.0
9695,No,1,0,0,0,1,1,4.4,1.0,1,83.3,3.78,4.9
9696,No,1,0,0,0,1,0,5.0,1.0,0,100.0,3.05,4.5
9697,No,1,0,0,0,1,3,4.5,1.06,1,25.0,2.83,4.8
9698,No,0,1,0,0,1,1,5.0,1.0,1,100.0,3.79,5.0
9699,No,0,1,0,0,1,0,4.9,1.08,1,91.7,2.77,5.0
9700,No,0,0,1,0,1,0,5.0,1.0,0,100.0,3.48,5.0
9701,No,0,0,1,0,0,17,4.9,1.34,0,100.0,1.12,4.4
9702,No,0,1,0,0,1,1,5.0,1.0,0,100.0,8.8,5.0
9703,No,1,0,0,0,1,1,5.0,1.0,0,100.0,2.33,5.0
9704,No,1,0,0,0,1,0,4.9,1.0,0,44.4,3.49,4.9
9705,No,1,0,0,0,1,0,4.4,1.0,0,64.3,3.7,4.8
9706,No,1,0,0,0,1,4,5.0,1.0,1,0.0,5.36,4.8
9707,No,0,0,1,0,0,1,4.0,1.0,0,0.0,15.66,5.0
9708,No,0,0,1,0,1,2,4.9,1.0,1,42.1,3.69,4.5
9709,No,0,0,1,0,0,2,4.0,1.0,0,100.0,8.13,5.0
9710,No,1,0,0,0,1,0,5.0,1.0,1,40.0,3.45,4.8
9711,No,1,0,0,0,1,1,5.0,1.11,1,81.8,2.9,4.7
9712,No,0,1,0,0,1,5,5.0,1.0,0,80.0,8.63,5.0
9713,No,1,0,0,0,0,1,4.0,1.0,1,100.0,9.43,5.0
9714,No,0,0,1,0,1,2,3.7,1.0,1,66.7,1.93,5.0
9715,No,0,0,1,0,1,2,5.0,1.0,0,66.7,7.13,5.0
9716,No,0,0,1,0,0,0,5.0,1.0,0,100.0,5.88,4.8
9717,No,1,0,0,0,1,0,5.0,1.0,1,0.0,7.98,5.0
9718,No,0,0,1,0,1,0,5.0,1.0,0,0.0,8.15,5.0
9719,No,1,0,0,0,1,2,5.0,1.0,1,0.0,1.92,5.0
9720,No,1,0,0,0,0,8,4.4,1.02,1,81.8,2.6,4.7
9721,No,0,1,0,0,1,1,5.0,1.0,0,0.0,1.0,5.0
9722,No,0,1,0,0,1,3,4.3,1.0,1,100.0,4.04,4.8
9723,No,0,0,1,0,0,1,5.0,1.0,0,100.0,2.46,5.0
9724,No,1,0,0,0,1,2,3.0,1.0,0,100.0,5.48,5.0
9725,No,1,0,0,0,1,0,5.0,1.0,0,100.0,0.6,3.0
9726,No,0,1,0,0,0,9,4.6,1.0,0,88.9,1.9,4.8
9727,No,0,1,0,0,1,1,5.0,1.0,0,50.0,9.35,5.0
9728,No,0,1,0,0,1,0,3.5,1.0,0,100.0,6.9,5.0
9729,No,0,0,1,0,1,0,5.0,1.0,0,42.9,6.09,5.0
9730,No,0,0,1,0,0,2,4.4,1.03,0,42.1,5.1,4.6
9731,No,1,0,0,0,1,5,4.6,1.31,1,50.0,4.16,4.8
9732,No,0,0,1,0,0,0,5.0,1.0,0,100.0,7.57,5.0
9733,No,1,0,0,0,0,4,4.8,1.03,0,66.7,2.93,4.6
9734,No,0,1,0,0,1,4,5.0,1.32,1,90.5,6.99,5.0
9735,No,1,0,0,0,0,1,5.0,1.0,0,0.0,1.93,5.0
9736,No,0,0,1,0,1,4,3.8,1.13,1,35.3,2.7,4.7
9737,No,1,0,0,0,1,2,4.9,1.13,1,83.9,3.15,4.6
9738,No,0,0,1,0,0,0,5.0,1.0,1,100.0,1.65,5.0
9739,No,0,0,1,0,1,2,4.0,1.0,1,100.0,17.75,5.0
9740,No,0,0,1,0,1,2,5.0,1.0,1,100.0,14.65,5.0
9741,No,1,0,0,0,1,1,4.0,1.0,0,0.0,11.0,5.0
9742,No,1,0,0,0,0,0,4.0,1.0,0,0.0,3.87,4.0
9743,No,0,1,0,0,1,7,5.0,1.08,0,66.7,3.57,5.0
9744,No,0,0,1,0,1,0,4.0,1.0,1,33.3,10.97,5.0
9745,No,1,0,0,0,1,0,4.5,1.0,1,60.0,3.79,4.8
9746,No,0,0,1,0,1,1,5.0,1.0,0,100.0,14.05,5.0
9747,No,0,0,1,0,1,2,5.0,1.0,0,50.0,3.76,4.5
9748,No,0,0,1,0,1,4,4.0,1.0,1,100.0,11.01,5.0
9749,No,0,1,0,0,1,0,4.4,1.04,0,52.2,1.89,4.8
9750,No,0,0,1,0,1,2,5.0,1.0,0,100.0,2.05,5.0
9751,No,1,0,0,0,1,6,4.8,1.04,0,33.3,2.32,4.5
9752,No,1,0,0,0,1,4,4.6,1.02,0,72.0,2.72,4.6
9753,No,1,0,0,0,1,5,3.8,1.15,1,33.3,2.67,4.7
9754,No,0,0,1,0,1,1,5.0,1.0,0,50.0,8.42,4.0
9755,No,0,0,1,0,0,2,3.0,1.0,0,0.0,2.18,5.0
9756,No,0,0,1,0,0,11,4.8,1.11,1,60.7,3.61,4.7
9757,No,0,0,1,0,1,0,5.0,1.0,0,100.0,5.36,5.0
9758,No,1,0,0,0,0,4,5.0,1.36,1,28.6,6.14,4.1
9759,No,1,0,0,0,1,3,4.0,1.0,0,66.7,8.28,5.0
9760,No,0,0,1,0,0,3,5.0,1.0,0,63.6,1.64,5.0
9761,No,0,0,1,0,1,1,4.6,1.13,1,69.2,10.39,4.9
9762,No,1,0,0,0,0,0,5.0,1.0,0,50.0,3.77,5.0
9763,No,0,1,0,0,0,0,4.3,1.0,0,100.0,2.11,5.0
9764,No,0,0,1,0,1,1,5.0,1.0,0,0.0,18.21,5.0
9765,No,1,0,0,0,1,0,4.8,1.14,1,100.0,2.58,4.7
9766,No,0,1,0,0,1,1,3.0,1.17,1,33.3,8.82,5.0
9767,No,0,0,1,0,0,10,4.5,1.0,0,86.7,4.16,4.8
9768,No,0,0,1,0,0,2,4.8,1.0,1,92.3,7.51,4.5
9769,No,0,0,1,0,1,0,5.0,1.0,0,0.0,3.68,5.0
9770,No,1,0,0,0,1,0,4.5,1.08,1,66.7,2.42,5.0
9771,No,0,1,0,0,1,7,4.6,1.07,1,50.0,2.7,5.0
9772,No,0,1,0,0,1,0,5.0,1.0,0,50.0,2.98,5.0
9773,No,0,0,1,0,1,0,4.0,1.0,0,100.0,11.27,5.0
9774,No,0,0,1,0,0,8,4.2,1.0,0,100.0,4.23,4.9
9775,No,1,0,0,0,1,0,4.0,1.38,0,33.3,3.23,5.0
9776,No,0,0,1,0,1,6,4.2,1.0,1,26.7,2.45,4.8
9777,No,0,1,0,0,1,3,4.7,1.22,0,63.6,1.8,5.0
9778,No,1,0,0,0,0,1,4.0,1.0,0,100.0,14.54,5.0
9779,No,0,1,0,0,1,0,4.7,1.0,1,100.0,1.88,5.0
